"date","abbrev","population","unemployment","bachelors","rgdp_2017","state","legal","legal.year","retailyear","onlineyear","online","retail","tribalonly","notes"
2010,"MS",2970.615,10.1,19.5,106711.8,"Mississippi",1,2017,2017,NA,0,1,0,""
2010,"MT",990.73,7.2,28.8,42469.8,"Montana",1,2019,2019,NA,0,1,0,""
2010,"NC",9574.586,10.8,26.5,482030.4,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2010,"ND",674.752,3.7,27.6,38697.4,"North Dakota",1,2018,2018,2018,0,1,1,""
2010,"NE",1829.591,4.6,28.6,103940.8,"Nebraska",1,2021,2021,NA,0,1,0,""
2010,"NH",1316.807,6.1,32.8,72950.4,"New Hampshire",1,2019,2019,2019,1,1,0,""
2010,"NJ",8799.451,9.7,35.4,554764.4,"New Jersey",1,2018,2018,2018,1,1,0,""
2010,"NM",2064.614,7.8,25,90721,"New Mexico",1,2018,2018,NA,0,1,1,""
2010,"NV",2702.483,13.3,21.7,142614.2,"Nevada",1,1949,1949,2010,1,1,0,""
2010,"NY",19399.956,8.7,32.5,1431624,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2010,"OH",11539.449,10,24.6,563816.3,"Ohio",1,2021,2021,2021,1,1,0,""
2010,"OK",3760.014,6.4,22.9,158086.4,"Oklahoma",0,NA,NA,NA,0,0,0,""
2010,"OR",3837.614,10.6,28.8,180738.2,"Oregon",1,2019,2019,2019,1,1,0,""
2010,"PA",12711.406,8.1,27.1,666805.8,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2010,"RI",1053.994,11.6,30.2,56050.6,"Rhode Island",1,2018,2018,2019,1,1,0,""
2010,"SC",4635.846,11.1,24.5,188777.2,"South Carolina",0,NA,NA,NA,0,0,0,""
2010,"SD",816.193,4.9,26.3,44810.7,"South Dakota",1,2021,2021,NA,0,1,0,""
2010,"TN",6355.518,9.8,23.1,292687,"Tennessee",1,2019,NA,2019,1,0,0,""
2010,"TX",25241.897,8.3,25.9,1323059.1,"Texas",0,NA,NA,NA,0,0,0,""
2010,"UT",2775.413,8.3,29.3,133739.1,"Utah",0,NA,NA,NA,0,0,0,""
2010,"VA",8024.004,6.8,34.2,475699.3,"Virginia",1,2020,2020,2020,1,1,0,""
2010,"VT",625.886,6.2,33.6,30890.6,"Vermont",1,2023,NA,2023,1,0,0,""
2010,"WA",6743.009,10,31.1,403471.3,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2010,"WI",5690.538,8.4,26.3,287652.9,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2010,"WV",1854.265,8.4,17.5,71823.8,"West Virginia",1,2018,2018,2018,1,1,0,""
2010,"WY",564.531,6.9,24.1,39135.9,"Wyoming",1,2021,2021,2021,1,1,0,""
2011,"AK",722.349,7.6,26.4,54045.4,"Alaska",0,NA,NA,NA,0,0,0,""
2011,"AL",4799.642,9.6,22.3,201372.9,"Alabama",0,NA,NA,NA,0,0,0,""
2011,"AR",2941.038,7.9,20.3,115241.8,"Arkansas",1,2018,2019,2022,1,1,0,""
2011,"AZ",6473.416,9.5,26.6,290411.3,"Arizona",1,2021,2021,2021,1,1,0,""
2011,"CA",37636.311,11.7,30.3,2192887.2,"California",0,NA,NA,NA,0,0,0,""
2011,"CO",5121.9,8.7,36.7,283963.8,"Colorado",1,2019,2020,2020,1,1,0,""
2011,"CT",3588.632,9,36.2,261555.8,"Connecticut",1,2021,2021,2021,1,1,0,""
2011,"DE",907.59,7.4,28.8,71103.5,"Delaware",1,2018,2018,2018,1,1,0,""
2011,"FL",19055.607,10.2,25.8,849395.3,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2011,"GA",9803.63,10,27.6,481215.4,"Georgia",0,NA,NA,NA,0,0,0,""
2011,"HI",1379.562,6.7,29.1,77174.2,"Hawaii",0,NA,NA,NA,0,0,0,""
2011,"IA",3066.772,5.6,25.8,164559.3,"Iowa",1,2019,2019,2019,1,1,0,""
2011,"ID",1584.272,8.4,25.2,62704,"Idaho",0,NA,NA,NA,0,0,0,""
2011,"IL",12867.783,9.8,31,772225.6,"Illinois",1,2019,2020,2020,1,1,0,""
2011,"IN",6517.25,8.9,23,321532.8,"Indiana",1,2019,2019,2019,1,1,0,""
2011,"KS",2869.677,6.4,30.1,147836.8,"Kansas",1,2022,2022,2022,1,1,0,""
2011,"KY",4370.817,9.4,21.1,188389.8,"Kentucky",1,2023,2023,2023,1,1,0,""
2011,"LA",4576.244,7.3,21.1,241235.9,"Louisiana",1,2021,2021,2022,1,1,0,""
2011,"MA",6614.218,7.2,39.1,472664.3,"Massachusetts",1,2022,2023,2023,1,1,0,""
2011,"MD",5840.241,7.3,36.9,360155.9,"Maryland",1,2021,2021,2021,1,1,0,""
2011,"ME",1328.473,7.8,28.4,59429.7,"Maine",1,2022,2023,2023,1,1,0,""
2011,"MI",9883.053,10.1,25.6,453989.1,"Michigan",1,2019,2020,2021,1,1,0,""
2011,"MN",5346.62,6.6,32.4,315213.3,"Minnesota",0,NA,NA,NA,0,0,0,""
2011,"MO",6011.182,8.6,26.1,292984.3,"Missouri",0,NA,NA,NA,0,0,0,""
2011,"MS",2979.147,9.8,19.8,106491.1,"Mississippi",1,2017,2017,NA,0,1,0,""
2011,"MT",997.518,6.6,28.2,43532.2,"Montana",1,2019,2019,NA,0,1,0,""
2011,"NC",9658.913,10.4,26.9,484200.3,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2011,"ND",685.526,3.3,26.3,43300.4,"North Dakota",1,2018,2018,2018,0,1,1,""
2011,"NE",1840.914,4.4,27.9,109734.2,"Nebraska",1,2021,2021,NA,0,1,0,""
2011,"NH",1320.444,5.5,33.4,73465,"New Hampshire",1,2019,2019,2019,1,1,0,""
2011,"NJ",8828.552,9.4,35.3,548479.4,"New Jersey",1,2018,2018,2018,1,1,0,""
2011,"NM",2080.707,7.2,25.6,90552.3,"New Mexico",1,2018,2018,NA,0,1,1,""
2011,"NV",2713.114,13,22.5,144341.2,"Nevada",1,1949,1949,2010,1,1,0,""
2011,"NY",19499.921,8.4,32.9,1440346.8,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2011,"OH",11545.735,8.8,24.7,580251.4,"Ohio",1,2021,2021,2021,1,1,0,""
2011,"OK",3788.824,5.6,23.8,163859.3,"Oklahoma",0,NA,NA,NA,0,0,0,""
2011,"OR",3872.672,9.5,29.3,185959.4,"Oregon",1,2019,2019,2019,1,1,0,""
2011,"PA",12747.052,7.7,27,676468.4,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2011,"RI",1053.829,11.1,31.1,56026.6,"Rhode Island",1,2018,2018,2019,1,1,0,""
2011,"SC",4672.655,10.4,24.1,193221,"South Carolina",0,NA,NA,NA,0,0,0,""
2011,"SD",823.74,4.6,26.3,47630.4,"South Dakota",1,2021,2021,NA,0,1,0,""
2011,"TN",6400.298,9,23.6,301508.9,"Tennessee",1,2019,NA,2019,1,0,0,""
2011,"TX",25645.504,8,26.4,1370174.9,"Texas",0,NA,NA,NA,0,0,0,""
2011,"UT",2814.797,7.2,29.7,138301.1,"Utah",0,NA,NA,NA,0,0,0,""
2011,"VA",8102.437,6.3,35.1,479571.4,"Virginia",1,2020,2020,2020,1,1,0,""
2011,"VT",627.197,5.4,35.4,31663.6,"Vermont",1,2023,NA,2023,1,0,0,""
2011,"WA",6827.479,9.4,31.9,411575.7,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2011,"WI",5705.84,7.6,26.5,293664,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2011,"WV",1856.606,7.7,18.5,73175.2,"West Virginia",1,2018,2018,2018,1,1,0,""
2011,"WY",567.491,6.1,24.7,38929.8,"Wyoming",1,2021,2021,2021,1,1,0,""
2012,"AK",730.81,7.1,28,57087.4,"Alaska",0,NA,NA,NA,0,0,0,""
2012,"AL",4816.632,8.2,23.3,203675.5,"Alabama",0,NA,NA,NA,0,0,0,""
2012,"AR",2952.876,7.3,21,116616.2,"Arkansas",1,2018,2019,2022,1,1,0,""
2012,"AZ",6556.344,8.4,27.3,297077.2,"Arizona",1,2021,2021,2021,1,1,0,""
2012,"CA",37944.551,10.4,30.9,2255437.3,"California",0,NA,NA,NA,0,0,0,""
2012,"CO",5193.66,8,37.5,289339.6,"Colorado",1,2019,2020,2020,1,1,0,""
2012,"CT",3595.211,8.4,37.1,263649.9,"Connecticut",1,2021,2021,2021,1,1,0,""
2012,"DE",915.518,7,29.5,70562.4,"Delaware",1,2018,2018,2018,1,1,0,""
2012,"FL",19302.016,8.7,26.8,857861.4,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2012,"GA",9903.58,9,28.2,489027.3,"Georgia",0,NA,NA,NA,0,0,0,""
2012,"HI",1395.199,5.8,30.1,78694,"Hawaii",0,NA,NA,NA,0,0,0,""
2012,"IA",3076.844,5,26.3,170923.8,"Iowa",1,2019,2019,2019,1,1,0,""
2012,"ID",1595.91,7.5,25.5,62007.3,"Idaho",0,NA,NA,NA,0,0,0,""
2012,"IL",12883.029,9,31.6,790723.3,"Illinois",1,2019,2020,2020,1,1,0,""
2012,"IN",6538.989,8.2,23.4,323876.3,"Indiana",1,2019,2019,2019,1,1,0,""
2012,"KS",2886.024,5.7,30.4,150077.1,"Kansas",1,2022,2022,2022,1,1,0,""
2012,"KY",4387.865,8.2,21.8,192060.2,"Kentucky",1,2023,2023,2023,1,1,0,""
2012,"LA",4602.067,6.7,22,242416.9,"Louisiana",1,2021,2021,2022,1,1,0,""
2012,"MA",6664.269,6.7,39.3,483286.3,"Massachusetts",1,2022,2023,2023,1,1,0,""
2012,"MD",5888.375,6.9,36.9,361561.8,"Maryland",1,2021,2021,2021,1,1,0,""
2012,"ME",1328.094,7.2,28,59181.7,"Maine",1,2022,2023,2023,1,1,0,""
2012,"MI",9898.289,9.1,26,463302.6,"Michigan",1,2019,2020,2021,1,1,0,""
2012,"MN",5377.5,5.7,33.2,321053.8,"Minnesota",0,NA,NA,NA,0,0,0,""
2012,"MO",6026.027,7.1,26.4,296514.3,"Missouri",0,NA,NA,NA,0,0,0,""
2012,"MS",2984.599,8.8,20.7,108646.5,"Mississippi",1,2017,2017,NA,0,1,0,""
2012,"MT",1004.168,5.8,29.4,44329.1,"Montana",1,2019,2019,NA,0,1,0,""
2012,"NC",9751.81,9.6,27.4,488126.5,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2012,"ND",702.227,2.9,27.9,53326.8,"North Dakota",1,2018,2018,2018,0,1,1,""
2012,"NE",1853.691,3.9,29,109686.3,"Nebraska",1,2021,2021,NA,0,1,0,""
2012,"NH",1324.677,5.5,34.6,74082.8,"New Hampshire",1,2019,2019,2019,1,1,0,""
2012,"NJ",8845.671,9.5,36.2,560729.7,"New Jersey",1,2018,2018,2018,1,1,0,""
2012,"NM",2087.715,7,26.1,90762.4,"New Mexico",1,2018,2018,NA,0,1,1,""
2012,"NV",2744.67,11.5,22.4,142986.1,"Nevada",1,1949,1949,2010,1,1,0,""
2012,"NY",19574.362,8.7,33.4,1496280.1,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2012,"OH",11550.971,7.4,25.2,586540.9,"Ohio",1,2021,2021,2021,1,1,0,""
2012,"OK",3819.32,5.1,23.8,172016.1,"Oklahoma",0,NA,NA,NA,0,0,0,""
2012,"OR",3900.102,8.7,29.9,187352.4,"Oregon",1,2019,2019,2019,1,1,0,""
2012,"PA",12769.123,7.6,27.8,689007,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2012,"RI",1054.893,10.3,31.4,56487.4,"Rhode Island",1,2018,2018,2019,1,1,0,""
2012,"SC",4719.027,9,25.1,195406.1,"South Carolina",0,NA,NA,NA,0,0,0,""
2012,"SD",833.859,4,26.3,48653.9,"South Dakota",1,2021,2021,NA,0,1,0,""
2012,"TN",6455.752,7.9,24.3,311754.2,"Tennessee",1,2019,NA,2019,1,0,0,""
2012,"TX",26084.12,6.7,26.7,1438354.4,"Texas",0,NA,NA,NA,0,0,0,""
2012,"UT",2854.146,4.8,30.7,140622.5,"Utah",0,NA,NA,NA,0,0,0,""
2012,"VA",8187.456,5.8,35.5,483041.4,"Virginia",1,2020,2020,2020,1,1,0,""
2012,"VT",626.361,4.8,35.8,31898.2,"Vermont",1,2023,NA,2023,1,0,0,""
2012,"WA",6898.599,8.4,31.7,426447,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2012,"WI",5720.825,6.9,27.1,299007.7,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2012,"WV",1857.446,7.2,18.6,73124.5,"West Virginia",1,2018,2018,2018,1,1,0,""
2012,"WY",576.656,5.4,24.7,38085,"Wyoming",1,2021,2021,2021,1,1,0,""
2013,"AK",737.626,6.9,28,54627.7,"Alaska",0,NA,NA,NA,0,0,0,""
2013,"AL",4831.586,7.4,23.5,206962.9,"Alabama",0,NA,NA,NA,0,0,0,""
2013,"AR",2960.459,7,20.6,119842.8,"Arkansas",1,2018,2019,2022,1,1,0,""
2013,"AZ",6634.69,7.8,27.4,298859.9,"Arizona",1,2021,2021,2021,1,1,0,""
2013,"CA",38253.768,9,31,2340335.3,"California",0,NA,NA,NA,0,0,0,""
2013,"CO",5270.774,6.7,37.8,301484.2,"Colorado",1,2019,2020,2020,1,1,0,""
2013,"CT",3595.792,8,37.2,258911,"Connecticut",1,2021,2021,2021,1,1,0,""
2013,"DE",924.062,6.5,29.8,68656.8,"Delaware",1,2018,2018,2018,1,1,0,""
2013,"FL",19551.678,7.5,27.2,880183.5,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2013,"GA",9975.592,8.1,28.3,499900.2,"Georgia",0,NA,NA,NA,0,0,0,""
2013,"HI",1408.822,4.7,31.2,80534.9,"Hawaii",0,NA,NA,NA,0,0,0,""
2013,"IA",3093.935,4.7,26.4,171069.2,"Iowa",1,2019,2019,2019,1,1,0,""
2013,"ID",1612.053,6.9,26.2,64769.8,"Idaho",0,NA,NA,NA,0,0,0,""
2013,"IL",12895.778,9.1,32.1,795435.2,"Illinois",1,2019,2020,2020,1,1,0,""
2013,"IN",6570.575,7.5,23.8,333207.4,"Indiana",1,2019,2019,2019,1,1,0,""
2013,"KS",2894.306,5.3,31.1,150702.9,"Kansas",1,2022,2022,2022,1,1,0,""
2013,"KY",4406.906,7.9,22.6,196698.1,"Kentucky",1,2023,2023,2023,1,1,0,""
2013,"LA",4626.04,6.4,22.5,236482.3,"Louisiana",1,2021,2021,2022,1,1,0,""
2013,"MA",6715.158,6.7,40.3,486991.8,"Massachusetts",1,2022,2023,2023,1,1,0,""
2013,"MD",5925.197,6.6,37.4,364633.3,"Maryland",1,2021,2021,2021,1,1,0,""
2013,"ME",1328.543,6.7,28.2,59014,"Maine",1,2022,2023,2023,1,1,0,""
2013,"MI",9914.802,8.7,26.9,472779.9,"Michigan",1,2019,2020,2021,1,1,0,""
2013,"MN",5414.722,5,33.5,329774.5,"Minnesota",0,NA,NA,NA,0,0,0,""
2013,"MO",6042.989,6.8,27,302025.7,"Missouri",0,NA,NA,NA,0,0,0,""
2013,"MS",2989.839,8.5,20.4,109032.7,"Mississippi",1,2017,2017,NA,0,1,0,""
2013,"MT",1014.158,5.3,29,45114.7,"Montana",1,2019,2019,NA,0,1,0,""
2013,"NC",9846.717,7.8,28.4,497456.6,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2013,"ND",723.149,2.9,27.1,54690.9,"North Dakota",1,2018,2018,2018,0,1,1,""
2013,"NE",1865.813,3.7,29.4,111382.2,"Nebraska",1,2021,2021,NA,0,1,0,""
2013,"NH",1327.272,5.3,34.6,75503.4,"New Hampshire",1,2019,2019,2019,1,1,0,""
2013,"NJ",8857.821,8.4,36.6,570952.4,"New Jersey",1,2018,2018,2018,1,1,0,""
2013,"NM",2092.833,6.9,26.4,90104.1,"New Mexico",1,2018,2018,NA,0,1,1,""
2013,"NV",2776.956,10,22.5,144549.3,"Nevada",1,1949,1949,2010,1,1,0,""
2013,"NY",19626.488,7.8,34.1,1501818.1,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2013,"OH",11579.692,7.4,26.1,603057.4,"Ohio",1,2021,2021,2021,1,1,0,""
2013,"OK",3853.891,5.1,23.8,176086.8,"Oklahoma",0,NA,NA,NA,0,0,0,""
2013,"OR",3924.11,7.8,30.7,189609.8,"Oregon",1,2019,2019,2019,1,1,0,""
2013,"PA",12779.538,7.1,28.7,704195,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2013,"RI",1055.56,9.5,32.4,57037.2,"Rhode Island",1,2018,2018,2019,1,1,0,""
2013,"SC",4766.469,7.4,26.1,200147.3,"South Carolina",0,NA,NA,NA,0,0,0,""
2013,"SD",842.751,3.7,26.6,48610.1,"South Dakota",1,2021,2021,NA,0,1,0,""
2013,"TN",6496.943,7.6,24.8,318347.9,"Tennessee",1,2019,NA,2019,1,0,0,""
2013,"TX",26479.646,6.3,27.5,1511806.6,"Texas",0,NA,NA,NA,0,0,0,""
2013,"UT",2898.773,4.2,31.3,145026.9,"Utah",0,NA,NA,NA,0,0,0,""
2013,"VA",8255.861,5.5,36.1,488741.3,"Virginia",1,2020,2020,2020,1,1,0,""
2013,"VT",626.603,4.4,35.7,31494.6,"Vermont",1,2023,NA,2023,1,0,0,""
2013,"WA",6966.252,6.6,32.7,439472.2,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2013,"WI",5738.012,6.7,27.7,301550.5,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
2013,"WV",1854.768,6.7,18.9,73949,"West Virginia",1,2018,2018,2018,1,1,0,""
2013,"WY",582.62,4.7,26.6,38408.8,"Wyoming",1,2021,2021,2021,1,1,0,""
2014,"AK",737.075,6.7,28,53303.3,"Alaska",0,NA,NA,NA,0,0,0,""
2014,"AL",4843.737,6.8,23.5,206070,"Alabama",0,NA,NA,NA,0,0,0,""
2014,"AR",2968.759,5.9,21.4,121409.4,"Arkansas",1,2018,2019,2022,1,1,0,""
2014,"AZ",6732.873,6.8,27.6,301721.2,"Arizona",1,2021,2021,2021,1,1,0,""
2014,"CA",38586.706,7.6,31.7,2428675.7,"California",0,NA,NA,NA,0,0,0,""
2014,"CO",5352.637,5,38.3,315399.1,"Colorado",1,2019,2020,2020,1,1,0,""
2014,"CT",3595.697,6.6,38,260605.8,"Connecticut",1,2021,2021,2021,1,1,0,""
2014,"DE",933.131,5.6,30.6,73961.8,"Delaware",1,2018,2018,2018,1,1,0,""
2014,"FL",19853.88,6.4,27.3,905648.5,"Florida",1,2021,2023,2023,1,1,0,"lawsuit in 2021 that shut down operations"
2014,"GA",10071.204,7.2,29.1,517511.9,"Georgia",0,NA,NA,NA,0,0,0,""
2014,"HI",1415.335,4.2,31,81304.9,"Hawaii",0,NA,NA,NA,0,0,0,""
2014,"IA",3110.643,4.3,27.7,180310,"Iowa",1,2019,2019,2019,1,1,0,""
2014,"ID",1632.248,4.4,25,66784.9,"Idaho",0,NA,NA,NA,0,0,0,""
2014,"IL",12885.092,7.2,32.8,811490.1,"Illinois",1,2019,2020,2020,1,1,0,""
2014,"IN",6596.019,6,24.7,343827.8,"Indiana",1,2019,2019,2019,1,1,0,""
2014,"KS",2901.861,4.5,31.5,154110.1,"Kansas",1,2022,2022,2022,1,1,0,""
2014,"KY",4416.992,6.4,22.2,196795.8,"Kentucky",1,2023,2023,2023,1,1,0,""
2014,"LA",4645.938,6.2,22.9,243042.9,"Louisiana",1,2021,2021,2022,1,1,0,""
2014,"MA",6764.864,5.8,41.2,496250.9,"Massachusetts",1,2022,2023,2023,1,1,0,""
2014,"MD",5960.064,5.7,38.2,370344,"Maryland",1,2021,2021,2021,1,1,0,""
2014,"ME",1331.217,5.6,29.4,59589.8,"Maine",1,2022,2023,2023,1,1,0,""
2014,"MI",9932.033,7.2,27.4,479534.9,"Michigan",1,2019,2020,2021,1,1,0,""
2014,"MN",5452.665,4.2,34.3,338623.9,"Minnesota",0,NA,NA,NA,0,0,0,""
2014,"MO",6059.13,6.2,27.5,303617.9,"Missouri",0,NA,NA,NA,0,0,0,""
2014,"MS",2991.892,7.6,21.1,109299.6,"Mississippi",1,2017,2017,NA,0,1,0,""
2014,"MT",1022.657,4.6,29.3,46166.7,"Montana",1,2019,2019,NA,0,1,0,""
2014,"NC",9937.295,6.1,28.7,509782.4,"North Carolina",1,2019,2019,2023,1,1,0,"retail is tribal"
2014,"ND",738.736,2.7,27.4,60193,"North Dakota",1,2018,2018,2018,0,1,1,""
2014,"NE",1879.955,3.2,29.5,115651.9,"Nebraska",1,2021,2021,NA,0,1,0,""
2014,"NH",1334.257,4.3,35,76836.2,"New Hampshire",1,2019,2019,2019,1,1,0,""
2014,"NJ",8867.277,6.7,37.4,570696.4,"New Jersey",1,2018,2018,2018,1,1,0,""
2014,"NM",2090.236,6.6,26.4,92621.1,"New Mexico",1,2018,2018,NA,0,1,1,""
2014,"NV",2818.935,8.2,23.1,145303.6,"Nevada",1,1949,1949,2010,1,1,0,""
2014,"NY",19653.431,6.3,34.5,1535376,"New York",1,2013,2019,2022,1,1,0,"https://www.deucescracked.com/ny-sports-betting-guide-getting-started-2025-update/"
2014,"OH",11606.573,5.8,26.6,624973.4,"Ohio",1,2021,2021,2021,1,1,0,""
2014,"OK",3879.187,4.3,24.2,186574.5,"Oklahoma",0,NA,NA,NA,0,0,0,""
2014,"OR",3965.447,6.6,30.8,195808.2,"Oregon",1,2019,2019,2019,1,1,0,""
2014,"PA",12792.392,6,29,718691.6,"Pennsylvania",1,2017,2017,2017,1,1,0,""
2014,"RI",1056.511,7.8,30.4,57602.7,"Rhode Island",1,2018,2018,2019,1,1,0,""
2014,"SC",4826.858,6.3,26.3,206077.9,"South Carolina",0,NA,NA,NA,0,0,0,""
2014,"SD",849.67,3.3,27.8,49640.9,"South Dakota",1,2021,2021,NA,0,1,0,""
2014,"TN",6544.617,6.6,25.3,323879.6,"Tennessee",1,2019,NA,2019,1,0,0,""
2014,"TX",26963.092,5.2,27.8,1559636.1,"Texas",0,NA,NA,NA,0,0,0,""
2014,"UT",2938.327,3.6,31.1,150076.3,"Utah",0,NA,NA,NA,0,0,0,""
2014,"VA",8315.43,5.1,36.7,488918.6,"Virginia",1,2020,2020,2020,1,1,0,""
2014,"VT",625.693,3.9,34.9,31847.7,"Vermont",1,2023,NA,2023,1,0,0,""
2014,"WA",7057.531,5.9,33.1,456186.5,"Washington",1,2020,2020,NA,0,1,1,"tribal-only"
2014,"WI",5753.199,5.4,28.4,309425.8,"Wisconsin",1,2021,2021,NA,0,1,1,"tribal-only"
